iso,country_name,year,region,state_legit,rule_of_law,gov_effectiveness,gdp,donor,sids
BRN,Brunei Darussalam,2013,Southeast Asia,2.5999999999999996,0.5945292,0.8697968,32.924990030000004,1,0
BTN,Bhutan,2013,South Asia,4,0.2902508,0.40037209999999995,2.500864512,0,0
CHN,People's Republic of China,2013,East Asia,1.9000000000000004,-0.5246463,0.0034887,7.056410626999999,1,0
FJI,Fiji,2013,Oceania,1.1999999999999993,-0.8230026,-0.8437901,4.90189758,0,1
FSM,Federated States of Micronesia,2013,Oceania,3.7,0.0652919,-0.5713716999999999,2.923359712,0,1
GEO,Georgia,2013,Central and West Asia,1.4000000000000004,-0.0060284,0.5851755999999999,3.7387050399999997,0,0
IDN,Indonesia,2013,Southeast Asia,3.5999999999999996,-0.5308241,-0.19895079999999998,3.104348,1,0
IND,India,2013,South Asia,4.8,-0.057384500000000005,-0.1717331,1.4158287219999999,1,0
JPN,Japan,2013,East Asia,7.8,1.44361,1.618248,34.239886250000005,1,0
KAZ,Kazakhstan,2013,Central and West Asia,2.2,-0.6916572,-0.5330504,10.26429807,1,0
KGZ,Kyrgyz Republic,2013,Central and West Asia,1.5999999999999996,-1.109251,-0.6522024000000001,1.08054823,0,0
KHM,Cambodia,2013,Southeast Asia,1.6999999999999993,-1.0041639999999998,-0.9065329,1.048132495,0,0
KOR,Republic of Korea,2013,East Asia,7.1,0.9537361999999999,1.125629,27.39465031,1,0
LAO,Lao People's Democratic Republic,2013,Southeast Asia,1.4000000000000004,-0.8003266,-0.7303624,1.9105310510000002,0,0
LKA,Sri Lanka,2013,South Asia,1.8000000000000007,-0.2770237,-0.17006,3.5526985590000004,0,0
MDV,Maldives,2013,South Asia,1.6999999999999993,-0.7466669,-0.3224895,8.954556592000001,0,1
MMR,Myanmar,2013,Southeast Asia,1,-1.233859,-1.497578,1.088059541,0,0
MNG,Mongolia,2013,East Asia,4.7,-0.3714384,-0.5487576999999999,3.6506015090000004,0,0
MYS,Malaysia,2013,Southeast Asia,3.8,0.43568500000000004,0.9998574,9.179366821,1,0
NPL,Nepal,2013,South Asia,1.9000000000000004,-0.7181886,-0.9266179,0.8210732055,0,0
NZL,New Zealand,2013,Oceania,9.5,1.8788490000000002,1.758012,37.23266132,1,0
PAK,Pakistan,2013,South Asia,1.5999999999999996,-0.856865,-0.7921309,1.290368627,0,0
PHL,Philippines,2013,Southeast Asia,2.4000000000000004,-0.403449,0.118351,2.740456489,0,0
PNG,Papua New Guinea,2013,Oceania,2.9000000000000004,-0.9475831,-0.663309,2.304891636,0,1
SGP,Singapore,2013,Southeast Asia,6.8,1.7054209999999999,2.089236,53.292613270000004,1,1
SLB,Solomon Islands,2013,Oceania,2.7,-0.5256075,-0.8241681000000001,2.232352768,0,1
THA,Thailand,2013,Southeast Asia,3.8,-0.12059949999999998,0.2478922,5.65428542,1,0
TJK,Tajikistan,2013,Central and West Asia,0.9000000000000004,-1.252659,-1.0588309999999999,0.9073781037,0,0
TKM,Turkmenistan,2013,Central and West Asia,0.6999999999999993,-1.386706,-1.2823120000000001,5.679019268999999,0,0
TLS,Timor-Leste,2013,Southeast Asia,2,-1.2085,-1.231673,1.2872636380000002,0,1
UZB,Uzbekistan,2013,Central and West Asia,1,-1.226715,-0.9140524999999999,2.487244416,0,0
VNM,Viet Nam,2013,Southeast Asia,2.2,-0.5148515,-0.26585970000000003,1.883308537,0,0
WSM,Samoa,2013,Oceania,4,0.6832136,0.0244862,3.959383204,0,1
AFG,Afghanistan,2014,South Asia,0.5,-1.445761,-1.332015,0.5651792732999998,0,0
ARM,Armenia,2014,Central and West Asia,3.3,-0.3660013,-0.1984497,3.5112250590000005,0,0
AUS,Australia,2014,Oceania,9,1.9230459999999998,1.607067,56.30597909,1,0
AZE,Azerbaijan,2014,Central and West Asia,1.6999999999999993,-0.6723401999999999,-0.3642464,5.505988236,0,0
BGD,Bangladesh,2014,South Asia,1.5999999999999996,-0.7777678000000001,-0.7662595999999999,1.1848632829999999,0,0
BRN,Brunei Darussalam,2014,Southeast Asia,2.9000000000000004,0.4724531,1.086186,31.678937310000002,1,0
BTN,Bhutan,2014,South Asia,4.5,0.37893140000000003,0.2558368,2.6128862679999996,0,0
CHN,People's Republic of China,2014,East Asia,2.0999999999999996,-0.414574,0.3225908,7.532771995999999,1,0
FJI,Fiji,2014,Oceania,2.2,-0.5115845,-0.36820290000000006,5.171527699,0,1
FSM,Federated States of Micronesia,2014,Oceania,3.7,-0.28102990000000005,-0.49795779999999995,2.815497529,0,1
GEO,Georgia,2014,Central and West Asia,1.3000000000000007,0.190843,0.488922,3.902568799,0,0
IDN,Indonesia,2014,Southeast Asia,3.5,-0.34227609999999997,-0.0375725,3.217317468,1,0
IND,India,2014,South Asia,4.7,-0.06333630000000001,-0.2060476,1.503421507,1,0
JPN,Japan,2014,East Asia,8,1.601478,1.8124770000000001,34.38690586,1,0
KAZ,Kazakhstan,2014,Central and West Asia,2.3,-0.5981513,-0.043055500000000003,10.53904468,1,0
KGZ,Kyrgyz Republic,2014,Central and West Asia,1.8000000000000007,-0.9270171999999999,-0.8659378000000001,1.101705332,0,0
KHM,Cambodia,2014,Southeast Asia,1.5999999999999996,-0.9553155000000001,-0.6894538,1.1047499699999999,0,0
KOR,Republic of Korea,2014,East Asia,7.2,0.9934545,1.164612,28.094917700000003,1,0
LAO,Lao People's Democratic Republic,2014,Southeast Asia,1.4000000000000004,-0.7514609999999999,-0.41575249999999997,2.02547216,0,0
LKA,Sri Lanka,2014,South Asia,1.6999999999999993,-0.17017620000000003,0.053527899999999996,3.694300426,0,0
MDV,Maldives,2014,South Asia,1.5999999999999996,-0.5302707,-0.362095,9.181711739,0,1
MMR,Myanmar,2014,Southeast Asia,0.6999999999999993,-1.185768,-1.279958,1.167630993,0,0
MNG,Mongolia,2014,East Asia,5.2,-0.3448353,-0.43594579999999994,3.8603257229999994,0,0
MYS,Malaysia,2014,Southeast Asia,3.4000000000000004,0.5882153,1.114984,9.601178003000001,1,0
NPL,Nepal,2014,South Asia,2.4000000000000004,-0.649678,-0.8520671000000001,0.8707816903,0,0
NZL,New Zealand,2014,Oceania,9.5,2.0087189999999997,1.932078,38.015929580000005,1,0
PAK,Pakistan,2014,South Asia,1.5,-0.7604407,-0.7555079,1.322720641,0,0
PHL,Philippines,2014,Southeast Asia,2.7,-0.3174057,0.19270410000000002,2.866822056,0,0
PNG,Papua New Guinea,2014,Oceania,3.4000000000000004,-0.8018588000000001,-0.6131731,2.564913845,0,1
SGP,Singapore,2014,Southeast Asia,6.5,1.824715,2.182681,54.67670442,1,1
SLB,Solomon Islands,2014,Oceania,3,-0.5023792,-1.068603,2.195302099,0,1
THA,Thailand,2014,Southeast Asia,2.9000000000000004,-0.1914607,0.3376566,5.685402121,1,0
TJK,Tajikistan,2014,Central and West Asia,1,-1.011117,-0.7831218000000001,0.9455254402999999,0,0
TKM,Turkmenistan,2014,Central and West Asia,0.40000000000000036,-1.364684,-0.8427268,6.149426053999999,0,0
TLS,Timor-Leste,2014,Southeast Asia,2.3,-1.121661,-1.181185,1.321235802,0,1
UZB,Uzbekistan,2014,Central and West Asia,0.6999999999999993,-1.1297700000000002,-0.6288043000000001,2.613748262,0,0
VNM,Viet Nam,2014,Southeast Asia,2,-0.35991409999999996,-0.0708256,1.9750790579999997,0,0
WSM,Samoa,2014,Oceania,4,0.7173196999999999,0.454568,3.930370569,0,1
AFG,Afghanistan,2015,South Asia,0.3000000000000007,-1.504086,-1.3231760000000001,0.5560072209,0,0
ARM,Armenia,2015,Central and West Asia,3,-0.38792990000000005,-0.1610711,3.607289299,0,0
AUS,Australia,2015,Oceania,8.9,1.825073,1.5641909999999999,56.707022079999994,1,0
AZE,Azerbaijan,2015,Central and West Asia,1.4000000000000004,-0.6737632,-0.25762640000000003,5.5003103819999994,0,0
BGD,Bangladesh,2015,South Asia,1.5,-0.7513466999999999,-0.723855,1.24845331,0,0
BRN,Brunei Darussalam,2015,Southeast Asia,2,0.4078772,1.059632,31.164036250000002,1,0
BTN,Bhutan,2015,South Asia,5,0.5222452999999999,0.4060493,2.7526301719999995,0,0
CHN,People's Republic of China,2015,East Asia,2,-0.4098733,0.40757509999999997,8.016431435,1,0
FJI,Fiji,2015,Oceania,2.5999999999999996,-0.40417929999999996,-0.2915429,5.390714207,0,1
FSM,Federated States of Micronesia,2015,Oceania,4,-0.295624,-0.39726009999999995,2.9066170120000003,0,1
GEO,Georgia,2015,Central and West Asia,1.1999999999999993,0.2714227,0.40424140000000003,4.014185943999999,0,0
IDN,Indonesia,2015,Southeast Asia,4.4,-0.4221742,-0.24088009999999999,3.331695115,1,0
IND,India,2015,South Asia,4.8,-0.0474092,0.0900683,1.605605445,1,0
JPN,Japan,2015,East Asia,8.3,1.518585,1.784168,34.96063938,1,0
KAZ,Kazakhstan,2015,Central and West Asia,2,-0.43940740000000006,-0.0735818,10.51077189,1,0
KGZ,Kyrgyz Republic,2015,Central and West Asia,2.2,-0.9893040999999999,-0.9147314000000001,1.121082835,0,0
KHM,Cambodia,2015,Southeast Asia,1.5999999999999996,-0.9785324000000001,-0.6996924,1.1629049949999999,0,0
KOR,Republic of Korea,2015,East Asia,6.7,0.9322705,1.0120770000000001,28.732231080000002,1,0
LAO,Lao People's Democratic Republic,2015,Southeast Asia,1,-0.7987957,-0.5108117,2.140044323,0,0
LKA,Sri Lanka,2015,South Asia,2,0.03723219999999999,-0.0095256,3.843780672,0,0
MDV,Maldives,2015,South Asia,1.5,-0.5763371,-0.3761196,9.033410270000001,0,1
MMR,Myanmar,2015,Southeast Asia,1,-1.236593,-1.238808,1.1967433570000001,0,0
MNG,Mongolia,2015,East Asia,5.5,-0.37986970000000003,-0.41901059999999996,3.8753216750000004,0,0
MYS,Malaysia,2015,Southeast Asia,3.0999999999999996,0.5018220999999999,0.948642,9.955242722,1,0
NPL,Nepal,2015,South Asia,2.9000000000000004,-0.6769010999999999,-1.053868,0.9017496077,0,0
NZL,New Zealand,2015,Oceania,9.5,2.001249,1.884018,38.63072659,1,0
PAK,Pakistan,2015,South Asia,1.4000000000000004,-0.766732,-0.6677569999999999,1.356667831,0,0
PHL,Philippines,2015,Southeast Asia,2.5,-0.3429787,0.1119681,3.001043182,0,0
PNG,Papua New Guinea,2015,Oceania,3.0999999999999996,-0.8693526,-0.6067826999999999,2.679346579,0,1
SGP,Singapore,2015,Southeast Asia,6.2,1.813336,2.2360450000000003,55.64661875,1,1
SLB,Solomon Islands,2015,Oceania,2.7,-0.4862776,-1.024599,2.167119928,0,1
THA,Thailand,2015,Southeast Asia,2,-0.1477922,0.34984390000000004,5.8400530669999995,1,0
TJK,Tajikistan,2015,Central and West Asia,0.9000000000000004,-1.055601,-0.8484808,0.9784049812000001,0,0
TKM,Turkmenistan,2015,Central and West Asia,0.3000000000000007,-1.417884,-0.8507059000000001,6.4326853250000005,0,0
TLS,Timor-Leste,2015,Southeast Asia,2.5999999999999996,-1.121583,-1.0457530000000002,1.332791856,0,1
UZB,Uzbekistan,2015,Central and West Asia,0.40000000000000036,-1.111262,-0.6720676999999999,2.7539710719999997,0,0
VNM,Viet Nam,2015,Southeast Asia,1.9000000000000004,-0.3394253,0.06712699999999999,2.085101349,0,0
WSM,Samoa,2015,Oceania,3.8,0.6983694,0.5082157,4.071926959000001,0,1
AFG,Afghanistan,2016,South Asia,0.9000000000000004,-1.498478,-1.226401,0.5529969077000001,0,0
ARM,Armenia,2016,Central and West Asia,2.8,-0.11923399999999999,-0.15837720000000002,3.601469664,0,0
AUS,Australia,2016,Oceania,9,1.7556669999999999,1.568043,57.3587828,1,0
AZE,Azerbaijan,2016,Central and West Asia,1.0999999999999996,-0.5200193000000001,-0.16581400000000002,5.270552968,0,0
BGD,Bangladesh,2016,South Asia,2,-0.6636689,-0.6787810000000001,1.322694812,0,0
BRN,Brunei Darussalam,2016,Southeast Asia,1.6999999999999993,0.5616808000000001,1.083784,30.03873449,1,0
BTN,Bhutan,2016,South Asia,5.5,0.49347840000000004,0.5002068000000001,2.9406999700000003,0,0
CHN,People's Republic of China,2016,East Asia,1.6999999999999993,-0.33454770000000006,0.35459409999999997,8.516513698999999,1,0
FJI,Fiji,2016,Oceania,2.9000000000000004,-0.27459520000000004,-0.24900129999999998,5.498661935,0,1
FSM,Federated States of Micronesia,2016,Oceania,4.3,-0.050868000000000003,-0.3351288,2.897417594,0,1
GEO,Georgia,2016,Central and West Asia,1.5,0.38362379999999996,0.5179425,4.128385603,0,0
IDN,Indonesia,2016,Southeast Asia,4.7,-0.3448857,0.0074111,3.456928114,1,0
IND,India,2016,South Asia,5.1,-0.0289695,0.0749455,1.7193180760000002,1,0
JPN,Japan,2016,East Asia,8.6,1.421093,1.821532,35.26481336,1,0
KAZ,Kazakhstan,2016,Central and West Asia,2,-0.43523540000000005,-0.0672612,10.47634757,1,0
KGZ,Kyrgyz Republic,2016,Central and West Asia,2.0999999999999996,-1.023083,-0.8957096,1.1461032210000002,0,0
KHM,Cambodia,2016,Southeast Asia,1.5,-1.063893,-0.6942337,1.2242204279999997,0,0
KOR,Republic of Korea,2016,East Asia,6.6,1.160903,1.063653,29.461784010000002,1,0
LAO,Lao People's Democratic Republic,2016,Southeast Asia,0.6999999999999993,-0.7960193,-0.39837340000000004,2.2553118789999997,0,0
LKA,Sri Lanka,2016,South Asia,2.5999999999999996,0.11051789999999999,-0.026391700000000004,3.97210259,0,0
MDV,Maldives,2016,South Asia,1.3000000000000007,-0.4077393,-0.3215832,9.190003254999999,0,1
MMR,Myanmar,2016,Southeast Asia,1.3000000000000007,-0.8871843,-0.9763568000000001,1.3134076300000002,0,0
MNG,Mongolia,2016,East Asia,5.8,-0.22031479999999998,-0.0982263,3.8585151840000003,0,0
MYS,Malaysia,2016,Southeast Asia,2.5999999999999996,0.4991277,0.8654159,10.25804151,1,0
NPL,Nepal,2016,South Asia,2.9000000000000004,-0.795664,-0.8265509,0.8974037880000001,0,0
NZL,New Zealand,2016,Oceania,9.4,1.9546400000000002,1.842496,39.18169283,1,0
PAK,Pakistan,2016,South Asia,1.6999999999999993,-0.8045743000000001,-0.6534616,1.4020878710000002,0,0
PHL,Philippines,2016,Southeast Asia,2.8,-0.35506940000000003,-0.0104617,3.1675024159999996,0,0
PNG,Papua New Guinea,2016,Oceania,3,-0.7766211999999999,-0.7375593,2.770395138,0,1
SGP,Singapore,2016,Southeast Asia,6.1,1.8253979999999999,2.20568,56.757918270000005,1,1
SLB,Solomon Islands,2016,Oceania,3,-0.3190676,-0.9847264000000001,2.234146102,0,1
THA,Thailand,2016,Southeast Asia,2.3,-0.0049648,0.3417524,6.018177484000001,1,0
TJK,Tajikistan,2016,Central and West Asia,0.6999999999999993,-1.148247,-1.0269270000000001,1.020616156,0,0
TKM,Turkmenistan,2016,Central and West Asia,0.1999999999999993,-1.490112,-1.126665,6.714377520999999,0,0
TLS,Timor-Leste,2016,Southeast Asia,2.9000000000000004,-1.158385,-1.014373,1.351924438,0,1
UZB,Uzbekistan,2016,Central and West Asia,0.3000000000000007,-1.107054,-0.5774477,2.867051128,0,0
VNM,Viet Nam,2016,Southeast Asia,1.5999999999999996,0.0752823,0.019475599999999996,2.191819699,0,0
WSM,Samoa,2016,Oceania,4.3,0.7619779999999999,0.5403722,4.379510977,0,1
AFG,Afghanistan,2017,South Asia,0.9000000000000004,-1.562423,-1.325545,0.5533550517000001,0,0
ARM,Armenia,2017,Central and West Asia,2.4000000000000004,-0.1606279,-0.1026952,3.860218058,0,0
AUS,Australia,2017,Oceania,9,1.686461,1.538219,57.69557126,1,0
AZE,Azerbaijan,2017,Central and West Asia,1.1999999999999993,-0.5575179,-0.1726412,5.229526137,0,0
BGD,Bangladesh,2017,South Asia,2.2,-0.6718881,-0.7350984,1.403861692,0,0
BRN,Brunei Darussalam,2017,Southeast Asia,1.6999999999999993,0.6497172,1.146735,30.1015288,1,0
BTN,Bhutan,2017,South Asia,5.7,0.611513,0.5571043000000001,3.040937003,0,0
CHN,People's Republic of China,2017,East Asia,1.4000000000000004,-0.26671090000000003,0.4137717000000001,9.053212733,1,0
FJI,Fiji,2017,Oceania,3.0999999999999996,-0.26470029999999994,0.0698404,5.759658668999999,0,1
FSM,Federated States of Micronesia,2017,Oceania,4.5,-0.0229299,0.0467935,2.941873325,0,1
GEO,Georgia,2017,Central and West Asia,1.6999999999999993,0.32083649999999997,0.5757036999999999,4.327727585000001,0,0
IDN,Indonesia,2017,Southeast Asia,4.9,-0.34967600000000004,0.03837569999999999,3.5897155429999996,1,0
IND,India,2017,South Asia,5.3,-0.0012232999999999999,0.0868715,1.816730876,1,0
JPN,Japan,2017,East Asia,8.8,1.5706200000000001,1.619905,35.91464127,1,0
KAZ,Kazakhstan,2017,Central and West Asia,1.6999999999999993,-0.4140919,0.0036756999999999996,10.75852088,1,0
KGZ,Kyrgyz Republic,2017,Central and West Asia,2.3,-0.9245595,-0.7085057,1.1774387359999998,0,0
KHM,Cambodia,2017,Southeast Asia,1.6999999999999993,-1.053886,-0.6596310000000001,1.289985814,0,0
KOR,Republic of Korea,2017,East Asia,5.6,1.167174,1.075108,30.307395239999998,1,0
LAO,Lao People's Democratic Republic,2017,Southeast Asia,0.9000000000000004,-0.8810804,-0.3854913,2.373597379,0,0
LKA,Sri Lanka,2017,South Asia,3.0999999999999996,0.0484503,-0.1512185,4.067993065,0,0
MDV,Maldives,2017,South Asia,1.5,-0.6224615,-0.46040820000000005,9.437906316000001,0,1
MMR,Myanmar,2017,Southeast Asia,1.4000000000000004,-0.9440181000000001,-1.046625,1.3801528269999999,0,0
MNG,Mongolia,2017,East Asia,6,-0.306502,-0.2675595,4.00083782,0,0
MYS,Malaysia,2017,Southeast Asia,2.3,0.49769709999999995,0.8348416999999999,10.707748299999999,1,0
NPL,Nepal,2017,South Asia,2.5999999999999996,-0.677187,-0.8836535,0.9648977951999999,0,0
NZL,New Zealand,2017,Oceania,9.1,1.927889,1.769038,39.75826432,1,0
PAK,Pakistan,2017,South Asia,1.9000000000000004,-0.7241798,-0.596828,1.4495335150000002,0,0
PHL,Philippines,2017,Southeast Asia,3,-0.41770100000000004,-0.05469690000000001,3.3384415329999997,0,0
PNG,Papua New Guinea,2017,Oceania,3.2,-0.823908,-0.6654483,2.8117974649999997,0,1
SGP,Singapore,2017,Southeast Asia,6.1,1.827708,2.223338,59.271056820000005,1,1
SLB,Solomon Islands,2017,Oceania,3.2,-0.2301479,-1.011195,2.292133554,0,1
THA,Thailand,2017,Southeast Asia,2.5,0.0373115,0.3820223,6.247992078,1,0
TJK,Tajikistan,2017,Central and West Asia,0.9000000000000004,-1.3497379999999999,-1.1075469999999998,1.0664067480000001,0,0
TKM,Turkmenistan,2017,Central and West Asia,0.3000000000000007,-1.481706,-1.214653,7.032457912999999,0,0
TLS,Timor-Leste,2017,Southeast Asia,3.0999999999999996,-1.162094,-0.9976666999999999,1.285139874,0,1
UZB,Uzbekistan,2017,Central and West Asia,0.5,-1.106031,-0.5541742,2.943099222,0,0
VNM,Viet Nam,2017,Southeast Asia,1.6999999999999993,0.0623794,0.0056701,2.317369069,0,0
WSM,Samoa,2017,Oceania,4.5,0.8020398,0.5906206,4.406635495000001,0,1
AFG,Afghanistan,2018,South Asia,0.9000000000000004,-1.6640380000000001,-1.453096,0.5467430101,0,0
ARM,Armenia,2018,Central and West Asia,1.9000000000000004,-0.14945920000000001,-0.0284142,4.051384967,0,0
AUS,Australia,2018,Oceania,9.3,1.715382,1.595232,58.44725265,1,0
AZE,Azerbaijan,2018,Central and West Asia,1.1999999999999993,-0.587534,-0.158052,5.262183804999999,0,0
BGD,Bangladesh,2018,South Asia,2.5,-0.6409807,-0.7402486999999999,1.498387892,0,0
BRN,Brunei Darussalam,2018,Southeast Asia,2,0.6293485,1.251249,29.802782880000002,1,0
BTN,Bhutan,2018,South Asia,6,0.5493638000000001,0.3601472,3.0971483510000004,0,0
CHN,People's Republic of China,2018,East Asia,1.4000000000000004,-0.2028825,0.47927040000000004,9.619192484000001,1,0
FJI,Fiji,2018,Oceania,3.4000000000000004,-0.1363209,0.2850353,5.938427556000001,0,1
FSM,Federated States of Micronesia,2018,Oceania,4.8,-0.0299164,-0.1060019,2.9172422190000002,0,1
GEO,Georgia,2018,Central and West Asia,2,0.3277741,0.611771,4.539087522,0,0
IDN,Indonesia,2018,Southeast Asia,5.2,-0.31549299999999997,0.1805828,3.732867111,1,0
IND,India,2018,South Asia,5.6,0.0256504,0.2842539,1.915435271,1,0
JPN,Japan,2018,East Asia,9.1,1.53421,1.6746009999999998,36.188620029999996,1,0
KAZ,Kazakhstan,2018,Central and West Asia,1.5999999999999996,-0.4295568,0.021726099999999998,11.05336206,1,0
KGZ,Kyrgyz Republic,2018,Central and West Asia,2.5999999999999996,-0.9044658999999999,-0.6072605999999999,1.197610724,0,0
KHM,Cambodia,2018,Southeast Asia,1.5,-1.112072,-0.5602661999999999,1.365829057,0,0
KOR,Republic of Korea,2018,East Asia,6.1,1.236651,1.181159,31.04065545,1,0
LAO,Lao People's Democratic Republic,2018,Southeast Asia,1.0999999999999996,-0.8390376,-0.6694068,2.483161575,0,0
LKA,Sri Lanka,2018,South Asia,3.4000000000000004,0.0257045,-0.232434,4.157283875999999,0,0
MDV,Maldives,2018,South Asia,1.6999999999999993,-0.5461845999999999,-0.4691004,9.82253964,0,1
MMR,Myanmar,2018,Southeast Asia,1.4000000000000004,-1.033026,-1.065393,1.459643006,0,0
MNG,Mongolia,2018,East Asia,6,-0.26737859999999997,-0.22922889999999999,4.233972689,0,0
MYS,Malaysia,2018,Southeast Asia,2.5999999999999996,0.6233432,1.075026,11.07557648,1,0
NPL,Nepal,2018,South Asia,2.9000000000000004,-0.47754179999999996,-0.8982426,1.021331877,0,0
NZL,New Zealand,2018,Oceania,9.4,1.876398,1.669032,40.30436143000001,1,0
PAK,Pakistan,2018,South Asia,2.2,-0.6735412,-0.6311114000000001,1.502891343,0,0
PHL,Philippines,2018,Southeast Asia,2.5,-0.4749934,0.05319310000000001,3.5009337890000003,0,0
PNG,Papua New Guinea,2018,Oceania,3.5,-0.7689355,-0.6704651999999999,2.7491177780000005,0,1
SGP,Singapore,2018,Southeast Asia,6.1,1.8449950000000002,2.230585,61.056584029999996,1,1
SLB,Solomon Islands,2018,Oceania,3.5,-0.23280029999999996,-1.018458,2.321136002,0,1
THA,Thailand,2018,Southeast Asia,2.4000000000000004,0.0227488,0.34788009999999997,6.489257186,1,0
TJK,Tajikistan,2018,Central and West Asia,0.9000000000000004,-1.278814,-1.093717,1.119642848,0,0
TKM,Turkmenistan,2018,Central and West Asia,0.3000000000000007,-1.465324,-1.282505,7.349459106,0,0
TLS,Timor-Leste,2018,Southeast Asia,3.5999999999999996,-1.127586,-0.9660568000000002,1.251426645,0,1
UZB,Uzbekistan,2018,Central and West Asia,0.5,-1.069353,-0.5473399999999999,3.047308384,0,0
VNM,Viet Nam,2018,Southeast Asia,1.6999999999999993,-0.0036923999999999998,-0.0013799,2.4567912240000003,0,0
WSM,Samoa,2018,Oceania,4.8,0.8072889,0.5919284,4.335207381999999,0,1
AFG,Afghanistan,2019,South Asia,1,-1.713714,-1.463065,0.5551389963,0,0
ARM,Armenia,2019,Central and West Asia,2.9000000000000004,-0.13097999999999999,-0.0666463,4.350466198,0,0
AUS,Australia,2019,Oceania,9,1.734473,1.571555,58.78104666,1,0
AZE,Azerbaijan,2019,Central and West Asia,1,-0.5771515,-0.1401703,5.34826526,0,0
BGD,Bangladesh,2019,South Asia,2.4000000000000004,-0.6363772,-0.7402849,1.6039536460000001,0,0
BRN,Brunei Darussalam,2019,Southeast Asia,2.3,0.6143432,1.317982,30.646109250000002,1,0
BTN,Bhutan,2019,South Asia,6.3,0.5903586999999999,0.31243909999999997,3.238060464,0,0
CHN,People's Republic of China,2019,East Asia,1.3000000000000007,-0.2746037,0.5170005999999999,10.15541756,1,0
FJI,Fiji,2019,Oceania,3.7,-0.0251812,0.19961779999999998,5.8690211439999995,0,1
FSM,Federated States of Micronesia,2019,Oceania,5.1,0.0246855,-0.19267820000000002,2.9211458670000003,0,1
GEO,Georgia,2019,Central and West Asia,1.9000000000000004,0.3104377,0.8287399,4.773423309000001,0,0
IDN,Indonesia,2019,Southeast Asia,5.5,-0.3424213,0.18205120000000002,3.8773829770000003,1,0
IND,India,2019,South Asia,5.9,-0.0304647,0.1708809,1.972757821,1,0
JPN,Japan,2019,East Asia,9.1,1.538249,1.586322,36.362357319999994,1,0
KAZ,Kazakhstan,2019,Central and West Asia,1.5,-0.43216940000000004,0.1240962,11.40276011,1,0
KGZ,Kyrgyz Republic,2019,Central and West Asia,2.9000000000000004,-0.8861678,-0.6816201999999999,1.2268244640000001,0,0
KHM,Cambodia,2019,Southeast Asia,1.3000000000000007,-0.9357082,-0.58005,1.441179228,0,0
KOR,Republic of Korea,2019,East Asia,6.4,1.1942780000000002,1.376088,31.67431152,1,0
LAO,Lao People's Democratic Republic,2019,Southeast Asia,1,-0.9408555000000001,-0.7853428000000001,2.5792536609999996,0,0
LKA,Sri Lanka,2019,South Asia,3.0999999999999996,-0.0118801,-0.1143393,4.2251063030000005,0,0
MDV,Maldives,2019,South Asia,1.6999999999999993,-0.4102152,-0.19618020000000003,10.197092840000002,0,1
MMR,Myanmar,2019,Southeast Asia,1.6999999999999993,-1.063034,-1.14944,1.5484566300000002,0,0
MNG,Mongolia,2019,East Asia,5.9,-0.2661898,-0.1954342,4.394988134,0,0
MYS,Malaysia,2019,Southeast Asia,3.0999999999999996,0.5916137,0.9974675999999999,11.4145787,1,0
NPL,Nepal,2019,South Asia,3.4000000000000004,-0.5353846999999999,-1.045521,1.069789098,0,0
NZL,New Zealand,2019,Oceania,9.4,1.885101,1.670557,40.31547098,1,0
PAK,Pakistan,2019,South Asia,2.0999999999999996,-0.6674315,-0.6771356,1.489653604,0,0
PHL,Philippines,2019,Southeast Asia,2.8,-0.4769835,0.0520084,3.6647906700000004,0,0
PNG,Papua New Guinea,2019,Oceania,3.8,-0.8012539000000001,-0.8091748000000001,2.816718774,0,1
SGP,Singapore,2019,Southeast Asia,6.1,1.8789189999999998,2.220709,61.17390477000001,1,1
SLB,Solomon Islands,2019,Oceania,3.8,-0.13920970000000002,-0.9993162,2.289586843,0,1
THA,Thailand,2019,Southeast Asia,2.2,0.1031694,0.35656709999999997,6.617542821999999,1,0
TJK,Tajikistan,2019,Central and West Asia,1,-1.227982,-1.048751,1.174091716,0,0
TKM,Turkmenistan,2019,Central and West Asia,0.3000000000000007,-1.415011,-1.157497,7.692578707,0,0
TLS,Timor-Leste,2019,Southeast Asia,3.9000000000000004,-1.11124,-0.8858545,1.4668148210000003,0,1
UZB,Uzbekistan,2019,Central and West Asia,0.5,-1.0480559999999999,-0.5141266999999999,3.161415381,0,0
VNM,Viet Nam,2019,Southeast Asia,1.5999999999999996,-0.0165804,0.038309699999999995,2.604224166,0,0
WSM,Samoa,2019,Oceania,5.1,1.0792979999999999,0.43515410000000004,4.502926351,0,1
AFG,Afghanistan,2020,South Asia,1,-1.807697,-1.523115,0.5297412103,0,0
ARM,Armenia,2020,Central and West Asia,3.4000000000000004,-0.08322310000000001,-0.12423610000000002,4.021046264,0,0
AUS,Australia,2020,Oceania,9.3,1.651188,1.619163,58.043580659999996,1,0
AZE,Azerbaijan,2020,Central and West Asia,0.9000000000000004,-0.6910434,-0.1702325,5.083381639000001,0,0
BGD,Bangladesh,2020,South Asia,2.7,-0.5731801999999999,-0.7878783,1.6436733099999998,0,0
BRN,Brunei Darussalam,2020,Southeast Asia,2.5999999999999996,0.9311345,1.4384270000000001,30.69687715,1,0
BTN,Bhutan,2020,South Asia,6.6,0.5941438,0.37318629999999997,2.8796386190000005,0,0
